,job_title,job_company,job_loction,job_summary,job_ratings
471,Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
472,Senior Manager Back-End Developer for night shift,INNOVATECH SOLUTIONS,Karachi,"Record data and report it to proper parties.
The candidates will be responsible for managing the interchange of data between the server and the users.",
473,Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
474,Senior React Native Developer,ONE Technology Services,Karachi,"Knowledge of data structures libraries like Immutable.js.
Your primary focus will be on developing user interface components and implementing those following…",
475,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Bilingual in Urdu and English.
2+ Years of Technical Experience in the field of FullStack Web Development is a must.",
476,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…",
477,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Development of Digital/IT enterprise architecture strategy to support corporate and Digital/IT strategy, covering information/data, application, technology…",4.0
478,Android Developer,Loop,Karachi,You will work in a fast-paced engineering environment where you'll focus most of your day turning product specifications and high-fidelity designs into…,
479,Session Lead (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
480,Senior Software Engineer - PHP,Creative Chaos,Karachi,"Integration of multiple data sources and databases into one system.
A PHP developer is responsible for writing server-side web application logic.",4.1
481,Software Development Engineer in Test,Contour Software,Karachi,"Megabus designs, builds, implements, and supports its suite of vertically aligned software products for the aftermarket Tyre and Automotive segment.",3.9
482,UX Strategy Associate,Creative Chaos,Karachi,"Synthesize customer data from many sources to identify opportunities and recommend design directions.
As Creative Chaos' UX Strategy Associate, this role will…",4.1
483,iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
484,Sr. iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
485,Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
486,Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
487,Senior Manager Back-End Developer for night shift,INNOVATECH SOLUTIONS,Karachi,"Record data and report it to proper parties.
The candidates will be responsible for managing the interchange of data between the server and the users.",
488,Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
489,Senior React Native Developer,ONE Technology Services,Karachi,"Knowledge of data structures libraries like Immutable.js.
Your primary focus will be on developing user interface components and implementing those following…",
490,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Bilingual in Urdu and English.
2+ Years of Technical Experience in the field of FullStack Web Development is a must.",
491,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…",
492,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Development of Digital/IT enterprise architecture strategy to support corporate and Digital/IT strategy, covering information/data, application, technology…",4.0
493,Android Developer,Loop,Karachi,You will work in a fast-paced engineering environment where you'll focus most of your day turning product specifications and high-fidelity designs into…,
494,Session Lead (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
495,Senior Software Engineer - PHP,Creative Chaos,Karachi,"Integration of multiple data sources and databases into one system.
A PHP developer is responsible for writing server-side web application logic.",4.1
496,Software Development Engineer in Test,Contour Software,Karachi,"Megabus designs, builds, implements, and supports its suite of vertically aligned software products for the aftermarket Tyre and Automotive segment.",3.9
497,UX Strategy Associate,Creative Chaos,Karachi,"Synthesize customer data from many sources to identify opportunities and recommend design directions.
As Creative Chaos' UX Strategy Associate, this role will…",4.1
498,iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
499,Sr. iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
500,Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
501,Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
502,Senior Manager Back-End Developer for night shift,INNOVATECH SOLUTIONS,Karachi,"Record data and report it to proper parties.
The candidates will be responsible for managing the interchange of data between the server and the users.",
503,Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
504,Senior React Native Developer,ONE Technology Services,Karachi,"Knowledge of data structures libraries like Immutable.js.
Your primary focus will be on developing user interface components and implementing those following…",
505,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Bilingual in Urdu and English.
2+ Years of Technical Experience in the field of FullStack Web Development is a must.",
506,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…",
507,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Development of Digital/IT enterprise architecture strategy to support corporate and Digital/IT strategy, covering information/data, application, technology…",4.0
508,Android Developer,Loop,Karachi,You will work in a fast-paced engineering environment where you'll focus most of your day turning product specifications and high-fidelity designs into…,
509,Session Lead (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
510,Senior Software Engineer - PHP,Creative Chaos,Karachi,"Integration of multiple data sources and databases into one system.
A PHP developer is responsible for writing server-side web application logic.",4.1
511,Software Development Engineer in Test,Contour Software,Karachi,"Megabus designs, builds, implements, and supports its suite of vertically aligned software products for the aftermarket Tyre and Automotive segment.",3.9
512,UX Strategy Associate,Creative Chaos,Karachi,"Synthesize customer data from many sources to identify opportunities and recommend design directions.
As Creative Chaos' UX Strategy Associate, this role will…",4.1
513,iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
514,Sr. iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
515,Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
516,Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
517,Senior Manager Back-End Developer for night shift,INNOVATECH SOLUTIONS,Karachi,"Record data and report it to proper parties.
The candidates will be responsible for managing the interchange of data between the server and the users.",
518,Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
519,Senior React Native Developer,ONE Technology Services,Karachi,"Knowledge of data structures libraries like Immutable.js.
Your primary focus will be on developing user interface components and implementing those following…",
520,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Bilingual in Urdu and English.
2+ Years of Technical Experience in the field of FullStack Web Development is a must.",
521,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…",
522,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Development of Digital/IT enterprise architecture strategy to support corporate and Digital/IT strategy, covering information/data, application, technology…",4.0
523,Android Developer,Loop,Karachi,You will work in a fast-paced engineering environment where you'll focus most of your day turning product specifications and high-fidelity designs into…,
524,Session Lead (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
525,Senior Software Engineer - PHP,Creative Chaos,Karachi,"Integration of multiple data sources and databases into one system.
A PHP developer is responsible for writing server-side web application logic.",4.1
526,Software Development Engineer in Test,Contour Software,Karachi,"Megabus designs, builds, implements, and supports its suite of vertically aligned software products for the aftermarket Tyre and Automotive segment.",3.9
527,UX Strategy Associate,Creative Chaos,Karachi,"Synthesize customer data from many sources to identify opportunities and recommend design directions.
As Creative Chaos' UX Strategy Associate, this role will…",4.1
528,iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
529,Sr. iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
530,Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
531,Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
532,Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"Udacity is on a mission to change lives, businesses and nations through radical talent transformation in digital technologies. We offer a unique and immersive…",
533,Senior React Native Developer,ONE Technology Services,Karachi,"*ONE Technology Services: * We are looking for an Experienced React Native developer who is proficient with React Native, and other trending libraries is a…",
534,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Udacity is on a mission to change lives, businesses and nations through radical talent transformation in digital technologies. We offer a unique and immersive…",
535,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"We are looking to add talented Backend Engineers to our team, who'll work on building enterprise-class video streaming and processing applications. The…",
536,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Whole industries have been disrupted and transformed in recent years by technology. As a technology consulting professional, you’ll help businesses realize…",4.0
537,Android Developer,Loop,Karachi,We are looking for an Android Developer who possesses a passion for pushing mobile technologies to the limits to refine how businesses interact with their…,
538,Session Lead (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Udacity is on a mission to change lives, businesses and nations through radical talent transformation in digital technologies. We offer a unique and immersive…",
539,Senior Software Engineer - PHP,Creative Chaos,Karachi,"Job Summary A PHP developer is responsible for writing server-side web application logic. PHP developers usually develop back-end components, connect the…",4.1
540,Software Development Engineer in Test,Contour Software,Karachi,"Contour Software is a wholly owned subsidiary of Constellation Software Inc. (CSI), which acquires, manages and builds market-leading software businesses that…",3.9
541,UX Strategy Associate,Creative Chaos,Karachi,"Job Summary As Creative Chaos' UX Strategy Associate, this role will allow you to create holistic design solutions that address business, brand and user.…",4.1
542,iOS Developer,Novus Altair,Karachi,"*Background* *To complete Online Assessment, visit our 'Careers web page'.* * Novus Altair is the UK-based ISO 9001, 14001 & 45001 certified and SIA (ACS)…",
543,Sr. iOS Developer,Novus Altair,Karachi,"*Background* *To complete Online Assessment, visit our 'Careers web page'.* * Novus Altair is the UK-based ISO 9001, 14001 & 45001 certified and SIA (ACS)…",
544,Senior AWS Back-End Developer,Circadia Health,Karachi,Circadia Health is a medical technology company with an FDA cleared product: The Circadia C100 Contactless Respiratory Monitoring System. Circadia develops…,
545,Full Stack Developer,Digital Growth Max,Karachi,Job description We are looking for a Full Stack Developer to produce scalable software solutions. You’ll be part of a cross-functional team that’s…,
546,Senior Full Stack Software Developer,Circadia Health,Karachi,Circadia Health is a medical technology company with an FDA cleared product: The Circadia C100 Contactless Respiratory Monitoring System. Circadia develops…,
547,Senior Manager Back-End Developer for night shift,INNOVATECH SOLUTIONS,Karachi,"Record data and report it to proper parties.
The candidates will be responsible for managing the interchange of data between the server and the users.",
548,Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
549,Senior React Native Developer,ONE Technology Services,Karachi,"Knowledge of data structures libraries like Immutable.js.
Your primary focus will be on developing user interface components and implementing those following…",
550,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Bilingual in Urdu and English.
2+ Years of Technical Experience in the field of FullStack Web Development is a must.",
551,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…",
552,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Development of Digital/IT enterprise architecture strategy to support corporate and Digital/IT strategy, covering information/data, application, technology…",4.0
553,Android Developer,Loop,Karachi,You will work in a fast-paced engineering environment where you'll focus most of your day turning product specifications and high-fidelity designs into…,
554,Session Lead (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
555,Senior Software Engineer - PHP,Creative Chaos,Karachi,"Integration of multiple data sources and databases into one system.
A PHP developer is responsible for writing server-side web application logic.",4.1
556,Software Development Engineer in Test,Contour Software,Karachi,"Megabus designs, builds, implements, and supports its suite of vertically aligned software products for the aftermarket Tyre and Automotive segment.",3.9
557,UX Strategy Associate,Creative Chaos,Karachi,"Synthesize customer data from many sources to identify opportunities and recommend design directions.
As Creative Chaos' UX Strategy Associate, this role will…",4.1
558,iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
559,Sr. iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
560,Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
561,Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
562,Senior Manager Back-End Developer for night shift,INNOVATECH SOLUTIONS,Karachi,"Record data and report it to proper parties.
The candidates will be responsible for managing the interchange of data between the server and the users.",
563,Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"Udacity is on a mission to change lives, businesses and nations through radical talent transformation in digital technologies.
Residing in Pakistan is a must.",
564,Senior React Native Developer,ONE Technology Services,Karachi,"Knowledge of data structures libraries like Immutable.js.
ONE Technology Services: * We are looking for an Experienced React Native developer who is proficient…",
565,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Udacity is on a mission to change lives, businesses and nations through radical talent transformation in digital technologies.
Bilingual in Urdu and English.",
566,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Underlying technologies used include Web Application frameworks, Services, Cloud PaaS, and high-performance data processing.",
567,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Enabled by data and technology, diverse EY teams in over 150 countries provide trust through assurance and help clients grow, transform and operate.",4.0
568,Android Developer,Loop,Karachi,"After a series of clickable prototypes approved, you will work on replacing the mocked data and integrating the prototype with APIs created by our backend team,…",
569,Session Lead (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Udacity is on a mission to change lives, businesses and nations through radical talent transformation in digital technologies.
Residing in Pakistan is a must.",
570,Senior Software Engineer - PHP,Creative Chaos,Karachi,"Integration of multiple data sources and databases into one system.
A PHP developer is responsible for writing server-side web application logic.",4.1
571,Software Development Engineer in Test,Contour Software,Karachi,"Contour Software is a wholly owned subsidiary of Constellation Software Inc.
(CSI), which acquires, manages and builds market-leading software businesses that…",3.9
572,UX Strategy Associate,Creative Chaos,Karachi,"Synthesize customer data from many sources to identify opportunities and recommend design directions.
As Creative Chaos' UX Strategy Associate, this role will…",4.1
573,iOS Developer,Novus Altair,Karachi,"To complete Online Assessment, visit our 'Careers web page'.*.
Novus Altair is the UK-based ISO 9001, 14001 & 45001 certified and SIA (ACS) approved provider of…",
574,Sr. iOS Developer,Novus Altair,Karachi,"To complete Online Assessment, visit our 'Careers web page'.*.
Novus Altair is the UK-based ISO 9001, 14001 & 45001 certified and SIA (ACS) approved provider of…",
575,Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia Health is a medical technology company with an FDA cleared product: The Circadia C100…",
576,Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia Health is a medical technology company with an FDA cleared product: The Circadia C100…",
577,Senior Manager Back-End Developer for night shift,INNOVATECH SOLUTIONS,Karachi,"Record data and report it to proper parties.
The candidates will be responsible for managing the interchange of data between the server and the users.",
578,Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
579,Senior React Native Developer,ONE Technology Services,Karachi,"Knowledge of data structures libraries like Immutable.js.
Your primary focus will be on developing user interface components and implementing those following…",
580,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Bilingual in Urdu and English.
2+ Years of Technical Experience in the field of FullStack Web Development is a must.",
581,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…",
582,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Development of Digital/IT enterprise architecture strategy to support corporate and Digital/IT strategy, covering information/data, application, technology…",4.0
583,Android Developer,Loop,Karachi,You will work in a fast-paced engineering environment where you'll focus most of your day turning product specifications and high-fidelity designs into…,
584,Session Lead (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
585,Senior Software Engineer - PHP,Creative Chaos,Karachi,"Integration of multiple data sources and databases into one system.
A PHP developer is responsible for writing server-side web application logic.",4.1
586,Software Development Engineer in Test,Contour Software,Karachi,"Megabus designs, builds, implements, and supports its suite of vertically aligned software products for the aftermarket Tyre and Automotive segment.",3.9
587,UX Strategy Associate,Creative Chaos,Karachi,"Synthesize customer data from many sources to identify opportunities and recommend design directions.
As Creative Chaos' UX Strategy Associate, this role will…",4.1
588,iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
589,Sr. iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
590,Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
591,Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
592,Senior Manager Back-End Developer for night shift,INNOVATECH SOLUTIONS,Karachi,"Record data and report it to proper parties.
The candidates will be responsible for managing the interchange of data between the server and the users.",
593,Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
594,Senior React Native Developer,ONE Technology Services,Karachi,"Knowledge of data structures libraries like Immutable.js.
Your primary focus will be on developing user interface components and implementing those following…",
595,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Bilingual in Urdu and English.
2+ Years of Technical Experience in the field of FullStack Web Development is a must.",
596,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…",
597,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Development of Digital/IT enterprise architecture strategy to support corporate and Digital/IT strategy, covering information/data, application, technology…",4.0
598,Android Developer,Loop,Karachi,You will work in a fast-paced engineering environment where you'll focus most of your day turning product specifications and high-fidelity designs into…,
599,Session Lead (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
600,Senior Software Engineer - PHP,Creative Chaos,Karachi,"Integration of multiple data sources and databases into one system.
A PHP developer is responsible for writing server-side web application logic.",4.1
601,Software Development Engineer in Test,Contour Software,Karachi,"Megabus designs, builds, implements, and supports its suite of vertically aligned software products for the aftermarket Tyre and Automotive segment.",3.9
602,UX Strategy Associate,Creative Chaos,Karachi,"Synthesize customer data from many sources to identify opportunities and recommend design directions.
As Creative Chaos' UX Strategy Associate, this role will…",4.1
603,iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
604,Sr. iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
605,Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
606,Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
607,Senior Manager Back-End Developer for night shift,INNOVATECH SOLUTIONS,Karachi,"Record data and report it to proper parties.
The candidates will be responsible for managing the interchange of data between the server and the users.",
608,Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
609,Senior React Native Developer,ONE Technology Services,Karachi,"Knowledge of data structures libraries like Immutable.js.
Your primary focus will be on developing user interface components and implementing those following…",
610,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Bilingual in Urdu and English.
2+ Years of Technical Experience in the field of FullStack Web Development is a must.",
611,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…",
612,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Development of Digital/IT enterprise architecture strategy to support corporate and Digital/IT strategy, covering information/data, application, technology…",4.0
613,Android Developer,Loop,Karachi,You will work in a fast-paced engineering environment where you'll focus most of your day turning product specifications and high-fidelity designs into…,
614,Session Lead (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
615,Senior Software Engineer - PHP,Creative Chaos,Karachi,"Integration of multiple data sources and databases into one system.
A PHP developer is responsible for writing server-side web application logic.",4.1
616,Software Development Engineer in Test,Contour Software,Karachi,"Megabus designs, builds, implements, and supports its suite of vertically aligned software products for the aftermarket Tyre and Automotive segment.",3.9
617,UX Strategy Associate,Creative Chaos,Karachi,"Synthesize customer data from many sources to identify opportunities and recommend design directions.
As Creative Chaos' UX Strategy Associate, this role will…",4.1
618,iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
619,Sr. iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
620,Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
621,Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia develops proprietary hardware, software, and algorithms for early detection of…",
622,Senior Manager Back-End Developer for night shift,INNOVATECH SOLUTIONS,Karachi,"Record data and report it to proper parties.
The candidates will be responsible for managing the interchange of data between the server and the users.",
623,Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"Udacity is on a mission to change lives, businesses and nations through radical talent transformation in digital technologies.
Residing in Pakistan is a must.",
624,Senior React Native Developer,ONE Technology Services,Karachi,"Knowledge of data structures libraries like Immutable.js.
ONE Technology Services: * We are looking for an Experienced React Native developer who is proficient…",
625,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Udacity is on a mission to change lives, businesses and nations through radical talent transformation in digital technologies.
Bilingual in Urdu and English.",
626,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Underlying technologies used include Web Application frameworks, Services, Cloud PaaS, and high-performance data processing.",
627,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Enabled by data and technology, diverse EY teams in over 150 countries provide trust through assurance and help clients grow, transform and operate.",4.0
628,Android Developer,Loop,Karachi,"After a series of clickable prototypes approved, you will work on replacing the mocked data and integrating the prototype with APIs created by our backend team,…",
629,Session Lead (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Udacity is on a mission to change lives, businesses and nations through radical talent transformation in digital technologies.
Residing in Pakistan is a must.",
630,Senior Software Engineer - PHP,Creative Chaos,Karachi,"Integration of multiple data sources and databases into one system.
A PHP developer is responsible for writing server-side web application logic.",4.1
631,Software Development Engineer in Test,Contour Software,Karachi,"Contour Software is a wholly owned subsidiary of Constellation Software Inc.
(CSI), which acquires, manages and builds market-leading software businesses that…",3.9
632,UX Strategy Associate,Creative Chaos,Karachi,"Synthesize customer data from many sources to identify opportunities and recommend design directions.
As Creative Chaos' UX Strategy Associate, this role will…",4.1
633,iOS Developer,Novus Altair,Karachi,"To complete Online Assessment, visit our 'Careers web page'.*.
Novus Altair is the UK-based ISO 9001, 14001 & 45001 certified and SIA (ACS) approved provider of…",
634,Sr. iOS Developer,Novus Altair,Karachi,"To complete Online Assessment, visit our 'Careers web page'.*.
Novus Altair is the UK-based ISO 9001, 14001 & 45001 certified and SIA (ACS) approved provider of…",
635,Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia Health is a medical technology company with an FDA cleared product: The Circadia C100…",
636,Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.
Circadia Health is a medical technology company with an FDA cleared product: The Circadia C100…",
637,Senior Manager Back-End Developer for night shift,INNOVATECH SOLUTIONS,Karachi,"Record data and report it to proper parties.
The candidates will be responsible for managing the interchange of data between the server and the users.",
638,Session Lead (External Contractor) - AI Programming with Pyt...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
639,Senior React Native Developer,ONE Technology Services,Karachi,"Knowledge of data structures libraries like Immutable.js.
Your primary focus will be on developing user interface components and implementing those following…",
640,Career Coach (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"Bilingual in Urdu and English.
2+ Years of Technical Experience in the field of FullStack Web Development is a must.",
641,Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…",
642,Senior Manager- Technology Consulting- Technology Transforma...,EY,Karachi,"Development of Digital/IT enterprise architecture strategy to support corporate and Digital/IT strategy, covering information/data, application, technology…",4.0
643,Android Developer,Loop,Karachi,You will work in a fast-paced engineering environment where you'll focus most of your day turning product specifications and high-fidelity designs into…,
644,Session Lead (External Contractor) - FullStack Web Developer...,Udacity,Karachi,"During the week, students are expected to study an estimated 10 hours on their Nanodegree programs on their own, and you will be expected to respond to their…",
645,Senior Software Engineer - PHP,Creative Chaos,Karachi,"Integration of multiple data sources and databases into one system.
A PHP developer is responsible for writing server-side web application logic.",4.1
646,Software Development Engineer in Test,Contour Software,Karachi,"Megabus designs, builds, implements, and supports its suite of vertically aligned software products for the aftermarket Tyre and Automotive segment.",3.9
647,UX Strategy Associate,Creative Chaos,Karachi,"Synthesize customer data from many sources to identify opportunities and recommend design directions.
As Creative Chaos' UX Strategy Associate, this role will…",4.1
648,iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
649,Sr. iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…,
